DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT,FM. LABEL
2630.9,0.213,2.249,28.152,0.457,4.871,8.547,86.868,Ty Fm. Top
2631.0,0.209,2.25,28.038,0.456,4.856,8.547,86.893,Ty Fm. Top
2631.1,0.207,2.248,27.723,0.453,4.852,8.547,86.943,Ty Fm. Top
2631.2,0.208,2.246,28.792,0.455,4.86,8.547,87.004,Ty Fm. Top
2631.3,0.209,2.245,29.843,0.458,4.877,8.547,87.054,Ty Fm. Top
2631.4,0.211,2.246,28.5,0.458,4.893,8.547,87.121,Ty Fm. Top
2631.5,0.213,2.248,26.326,0.452,4.9,8.547,87.199,Ty Fm. Top
2631.6,0.214,2.25,25.558,0.453,4.898,8.547,87.279,Ty Fm. Top
2631.7,0.213,2.251,26.611,0.453,4.901,8.547,87.342,Ty Fm. Top
2631.8,0.211,2.251,25.161,0.454,4.911,8.547,87.392,Ty Fm. Top
2631.9,0.21,2.252,25.279,0.455,4.911,8.547,87.453,Ty Fm. Top
2632.0,0.21,2.253,25.584,0.457,4.88,8.547,87.562,Ty Fm. Top
2632.1,0.212,2.255,26.126,0.46,4.834,8.547,87.714,Ty Fm. Top
2632.2,0.213,2.258,27.853,0.462,4.816,8.547,87.502,Ty Fm. Top
2632.3,0.214,2.258,26.594,0.464,4.846,8.547,87.327,Ty Fm. Top
2632.4,0.217,2.255,24.722,0.469,4.897,8.547,87.195,Ty Fm. Top
2632.5,0.222,2.253,27.064,0.469,4.925,8.547,87.067,Ty Fm. Top
2632.6,0.226,2.253,25.615,0.471,4.914,8.547,87.0,Ty Fm. Top
2632.7,0.227,2.256,26.028,0.471,4.877,8.547,87.013,Ty Fm. Top
2632.8,0.224,2.259,26.793,0.473,4.847,8.547,86.997,Ty Fm. Top
2632.9,0.217,2.26,26.735,0.476,4.827,8.547,87.009,Ty Fm. Top
2633.0,0.212,2.258,26.196,0.479,4.812,8.547,87.076,Ty Fm. Top
2633.1,0.212,2.255,26.862,0.48,4.799,8.547,87.093,Ty Fm. Top
2633.2,0.216,2.253,27.858,0.479,4.797,8.547,87.098,Ty Fm. Top
2633.3,0.221,2.252,26.597,0.478,4.809,8.547,87.097,Ty Fm. Top
2633.4,0.223,2.253,27.158,0.478,4.823,8.547,87.065,Ty Fm. Top
2633.5,0.219,2.256,27.13,0.479,4.828,8.547,87.048,Ty Fm. Top
2633.6,0.212,2.257,26.112,0.481,4.83,8.547,87.088,Ty Fm. Top
2633.7,0.207,2.257,25.408,0.483,4.847,8.547,87.183,Ty Fm. Top
2633.8,0.206,2.257,25.551,0.483,4.881,8.547,87.325,Ty Fm. Top
2633.9,0.207,2.257,26.835,0.485,4.914,8.547,87.561,Ty Fm. Top
2634.0,0.206,2.257,26.854,0.486,4.914,8.547,87.75,Ty Fm. Top
2634.1,0.206,2.257,26.873,0.489,4.913,8.547,87.908,Ty Fm. Top
2634.2,0.206,2.257,26.426,0.493,4.88,8.547,88.019,Ty Fm. Top
2634.3,0.209,2.258,25.658,0.492,4.851,8.547,88.064,Ty Fm. Top
2634.4,0.211,2.26,25.499,0.494,4.848,8.547,88.06,Ty Fm. Top
2634.5,0.212,2.262,25.183,0.489,4.867,8.547,87.952,Ty Fm. Top
2634.6,0.211,2.26,25.358,0.493,4.889,8.547,87.877,Ty Fm. Top
2634.7,0.211,2.258,24.893,0.497,4.909,8.547,87.827,Ty Fm. Top
2634.8,0.213,2.259,27.33,0.498,4.925,8.547,87.803,Ty Fm. Top
2634.9,0.215,2.261,28.935,0.497,4.929,8.547,87.801,Ty Fm. Top
2635.0,0.215,2.263,28.563,0.502,4.913,8.547,87.814,Ty Fm. Top
2635.1,0.215,2.264,26.96,0.501,4.888,8.547,87.816,Ty Fm. Top
2635.2,0.215,2.265,26.86,0.499,4.866,8.547,87.786,Ty Fm. Top
2635.3,0.217,2.266,27.571,0.499,4.856,8.547,87.726,Ty Fm. Top
2635.4,0.218,2.266,28.239,0.5,4.847,8.547,87.618,Ty Fm. Top
2635.5,0.218,2.265,29.113,0.504,4.834,8.547,87.512,Ty Fm. Top
2635.6,0.217,2.265,26.902,0.506,4.828,8.547,87.407,Ty Fm. Top
2635.7,0.217,2.265,27.983,0.506,4.844,8.547,87.354,Ty Fm. Top
2635.8,0.218,2.265,28.978,0.505,4.877,8.547,87.324,Ty Fm. Top
2635.9,0.219,2.264,27.162,0.506,4.91,8.547,87.324,Ty Fm. Top
2636.0,0.219,2.262,28.97,0.506,4.928,8.547,87.279,Ty Fm. Top
2636.1,0.218,2.261,28.467,0.504,4.934,8.547,87.219,Ty Fm. Top
2636.2,0.216,2.262,28.766,0.509,4.937,8.547,87.142,Ty Fm. Top
2636.3,0.213,2.266,30.658,0.516,4.941,8.547,87.051,Ty Fm. Top
2636.4,0.212,2.268,29.648,0.517,4.943,8.547,86.978,Ty Fm. Top
2636.5,0.211,2.27,27.67,0.517,4.943,8.547,86.948,Ty Fm. Top
2636.6,0.21,2.272,27.437,0.521,4.944,8.547,86.942,Ty Fm. Top
2636.7,0.206,2.273,28.726,0.521,4.938,8.547,86.953,Ty Fm. Top
2636.8,0.201,2.274,28.965,0.529,4.921,8.547,86.993,Ty Fm. Top
2636.9,0.197,2.275,28.728,0.533,4.903,8.547,86.98,Ty Fm. Top
2637.0,0.196,2.277,28.281,0.535,4.892,8.547,86.948,Ty Fm. Top
2637.1,0.197,2.28,27.366,0.546,4.895,8.547,86.915,Ty Fm. Top
2637.2,0.201,2.282,27.578,0.55,4.909,8.547,86.806,Ty Fm. Top
2637.3,0.203,2.281,28.834,0.552,4.931,8.547,86.65,Ty Fm. Top
2637.4,0.202,2.279,28.55,0.556,4.954,8.547,86.424,Ty Fm. Top
2637.5,0.199,2.278,29.33,0.57,4.976,8.547,86.157,Ty Fm. Top
2637.6,0.193,2.279,30.987,0.59,5.0,8.547,85.881,Ty Fm. Top
2637.7,0.189,2.282,32.77,0.607,5.025,8.547,85.682,Ty Fm. Top
2637.8,0.188,2.286,35.171,0.634,5.056,8.547,85.543,Ty Fm. Top
2637.9,0.191,2.291,36.023,0.641,5.089,8.547,85.438,Ty Fm. Top
2638.0,0.194,2.295,34.266,0.648,5.121,8.547,85.275,Ty Fm. Top
2638.1,0.196,2.297,32.868,0.631,5.15,8.547,85.063,Ty Fm. Top
2638.2,0.197,2.296,32.213,0.623,5.167,8.547,84.807,Ty Fm. Top
2638.3,0.196,2.295,30.691,0.623,5.158,8.547,84.382,Ty Fm. Top
2638.4,0.191,2.295,31.833,0.642,5.12,8.547,84.101,Ty Fm. Top
2638.5,0.187,2.301,33.774,0.665,5.071,8.547,83.959,Ty Fm. Top
2638.6,0.184,2.31,34.028,0.689,5.039,8.547,83.554,Ty Fm. Top
2638.7,0.182,2.32,32.13,0.709,5.029,8.547,83.259,Ty Fm. Top
2638.8,0.18,2.327,31.152,0.706,5.035,8.547,83.095,Ty Fm. Top
2638.9,0.178,2.329,30.648,0.692,5.037,8.547,82.723,Ty Fm. Top
2639.0,0.175,2.329,31.11,0.692,5.016,8.547,82.871,Ty Fm. Top
2639.1,0.172,2.331,30.04,0.695,4.968,8.547,83.765,Ty Fm. Top
2639.2,0.169,2.333,28.861,0.694,4.899,8.547,84.948,Ty Fm. Top
2639.3,0.171,2.332,31.369,0.681,4.833,8.547,86.534,Ty Fm. Top
2639.4,0.173,2.326,32.006,0.677,4.807,8.5,88.749,Ty Fm. Top
2639.5,0.193,2.312,29.091,0.69,4.866,8.547,91.819,Ty Fm. Top
2639.6,0.233,2.288,30.279,0.626,5.054,8.547,95.408,Ty Fm. Top
2639.7,0.285,2.253,35.779,0.479,5.39,8.547,99.759,Ty Fm. Top
2639.8,0.348,2.211,42.275,0.393,5.819,8.578,104.346,Ty Fm. Top
2639.9,0.405,2.169,47.247,0.374,6.236,8.602,109.144,Ty Fm. Top
2640.0,0.45,2.134,50.211,0.482,6.542,8.602,114.34,Ty Fm. Top
2640.1,0.471,2.11,55.949,0.577,6.686,8.602,118.866,Ty Fm. Top
2640.2,0.482,2.097,58.707,0.737,6.716,8.625,122.824,Ty Fm. Top
2640.3,0.493,2.092,61.745,1.044,6.75,8.625,125.602,Ty Fm. Top
2640.4,0.509,2.09,65.882,2.127,6.885,8.625,124.618,Ty Fm. Top
2640.5,0.522,2.088,69.37,1.982,7.121,8.672,122.043,Ty Fm. Top
2640.6,0.521,2.087,67.949,1.953,7.327,8.672,119.538,Ty Fm. Top
2640.7,0.489,2.088,66.358,1.936,7.319,8.672,113.207,Ty Fm. Top
2640.8,0.433,2.094,62.796,1.026,6.999,8.672,105.91,Ty Fm. Top
2640.9,0.371,2.109,53.9,0.741,6.429,8.625,105.824,Ty Fm. Top
2641.0,0.314,2.131,43.682,0.518,5.798,8.625,99.144,Ty Fm. Top
2641.1,0.276,2.159,34.88,0.455,5.297,8.547,88.875,Ty Fm. Top
2641.2,0.248,2.189,30.984,0.517,4.997,8.547,86.735,Ty Fm. Top
2641.3,0.23,2.22,30.656,0.561,4.871,8.547,83.561,Ty Fm. Top
2641.4,0.219,2.248,31.086,0.638,4.866,8.547,79.704,Ty Fm. Top
2641.5,0.212,2.271,30.846,0.711,4.925,8.547,79.922,Ty Fm. Top
2641.6,0.209,2.292,31.141,0.758,5.021,8.547,80.787,Ty Fm. Top
2641.7,0.213,2.308,32.118,0.779,5.135,8.547,82.278,Ty Fm. Top
2641.8,0.23,2.32,35.545,0.791,5.268,8.547,83.645,Ty Fm. Top
2641.9,0.26,2.327,42.356,0.825,5.453,8.547,84.339,Ty Fm. Top
2642.0,0.298,2.332,53.265,0.845,5.684,8.547,84.248,Ty Fm. Top
2642.1,0.324,2.34,66.733,0.858,5.885,8.547,84.04,Ty Fm. Top
2642.2,0.329,2.351,74.676,0.838,5.946,8.578,83.324,Ty Fm. Top
2642.3,0.315,2.353,69.836,0.75,5.84,8.578,81.9,Ty Fm. Top
2642.4,0.298,2.339,60.231,0.629,5.679,8.547,86.015,Ty Fm. Top
2642.5,0.297,2.314,53.506,0.584,5.637,8.547,90.775,Ty Fm. Top
2642.6,0.315,2.298,56.806,0.638,5.799,8.547,95.449,Ty Fm. Top
2642.7,0.345,2.303,73.19,0.679,6.085,8.578,99.703,Ty Fm. Top
2642.8,0.378,2.329,81.138,0.755,6.352,8.578,103.166,Ty Fm. Top
2642.9,0.407,2.361,85.869,0.78,6.526,8.578,105.096,Ty Fm. Top
2643.0,0.428,2.386,90.009,0.783,6.622,8.578,106.646,Ty Fm. Top
2643.1,0.437,2.397,94.621,0.764,6.669,8.578,107.545,Ty Fm. Top
2643.2,0.423,2.398,98.64,0.741,6.641,8.578,106.945,Ty Fm. Top
2643.3,0.386,2.392,93.826,0.721,6.474,8.578,107.768,Ty Fm. Top
2643.4,0.336,2.378,80.418,0.695,6.156,8.578,108.586,Ty Fm. Top
2643.5,0.294,2.355,60.895,0.66,5.75,8.547,107.666,Ty Fm. Top
2643.6,0.265,2.324,45.228,0.571,5.385,8.547,108.252,Ty Fm. Top
2643.7,0.246,2.291,35.149,0.561,5.157,8.547,108.72,Ty Fm. Top
2643.8,0.237,2.264,29.677,0.552,5.052,8.562,105.485,Ty Fm. Top
2643.9,0.23,2.245,26.908,0.563,5.006,8.547,100.456,Ty Fm. Top
2644.0,0.228,2.238,26.232,0.584,4.998,8.547,94.68,Ty Fm. Top
2644.1,0.23,2.238,24.332,0.583,5.034,8.547,90.473,Ty Fm. Top
2644.2,0.232,2.243,24.486,0.578,5.107,8.547,87.363,Ty Fm. Top
2644.3,0.233,2.249,23.496,0.556,5.175,8.547,85.183,Ty Fm. Top
2644.4,0.235,2.252,23.83,0.549,5.2,8.547,85.393,Ty Fm. Top
2644.5,0.24,2.252,26.035,0.519,5.183,8.547,85.574,Ty Fm. Top
2644.6,0.246,2.248,25.809,0.507,5.146,8.547,85.764,Ty Fm. Top
2644.7,0.25,2.243,23.945,0.481,5.11,8.547,86.994,Ty Fm. Top
2644.8,0.251,2.239,22.844,0.47,5.083,8.547,88.157,Ty Fm. Top
2644.9,0.248,2.236,22.909,0.45,5.064,8.547,89.253,Ty Fm. Top
2645.0,0.245,2.234,23.572,0.452,5.049,8.578,89.999,Ty Fm. Top
2645.1,0.241,2.232,24.502,0.456,5.041,8.547,90.497,Ty Fm. Top
2645.2,0.239,2.23,23.45,0.459,5.041,8.547,90.708,Ty Fm. Top
2645.3,0.237,2.228,22.61,0.458,5.039,8.547,90.79,Ty Fm. Top
2645.4,0.236,2.227,23.839,0.456,5.028,8.547,90.791,Ty Fm. Top
2645.5,0.235,2.228,24.302,0.464,5.021,8.547,90.688,Ty Fm. Top
2645.6,0.234,2.23,24.542,0.471,5.032,8.547,90.482,Ty Fm. Top
2645.7,0.233,2.234,25.141,0.475,5.06,8.547,90.262,Ty Fm. Top
2645.8,0.231,2.238,24.533,0.484,5.087,8.547,90.042,Ty Fm. Top
2645.9,0.231,2.24,23.693,0.482,5.09,8.547,89.849,Ty Fm. Top
2646.0,0.231,2.242,24.376,0.484,5.074,8.547,89.715,Ty Fm. Top
2646.1,0.233,2.243,24.964,0.493,5.054,8.547,89.702,Ty Fm. Top
2646.2,0.234,2.244,24.596,0.497,5.046,8.547,89.607,Ty Fm. Top
2646.3,0.235,2.245,24.119,0.5,5.046,8.547,89.519,Ty Fm. Top
2646.4,0.234,2.247,22.762,0.507,5.043,8.547,89.511,Ty Fm. Top
2646.5,0.232,2.248,23.064,0.515,5.032,8.547,89.524,Ty Fm. Top
2646.6,0.232,2.249,24.626,0.511,5.014,8.547,89.555,Ty Fm. Top
2646.7,0.231,2.249,24.59,0.511,4.989,8.547,89.622,Ty Fm. Top
2646.8,0.23,2.248,24.538,0.514,4.963,8.547,89.681,Ty Fm. Top
2646.9,0.229,2.248,24.777,0.512,4.951,8.547,89.742,Ty Fm. Top
2647.0,0.227,2.249,26.179,0.505,4.963,8.547,89.83,Ty Fm. Top
2647.1,0.225,2.248,24.663,0.505,4.981,8.547,90.041,Ty Fm. Top
2647.2,0.223,2.246,21.884,0.498,4.978,8.547,90.307,Ty Fm. Top
2647.3,0.221,2.242,25.316,0.492,4.953,8.547,90.479,Ty Fm. Top
2647.4,0.22,2.239,24.422,0.483,4.939,8.547,90.579,Ty Fm. Top
2647.5,0.222,2.238,23.727,0.477,4.952,8.547,90.617,Ty Fm. Top
2647.6,0.226,2.24,26.392,0.481,4.987,8.547,90.488,Ty Fm. Top
2647.7,0.232,2.242,24.725,0.483,5.017,8.547,90.312,Ty Fm. Top
2647.8,0.237,2.243,25.321,0.494,5.029,8.547,90.098,Ty Fm. Top
2647.9,0.239,2.244,26.372,0.509,5.028,8.547,89.839,Ty Fm. Top
2648.0,0.238,2.246,25.58,0.513,5.031,8.547,89.573,Ty Fm. Top
2648.1,0.236,2.25,26.13,0.513,5.053,8.5,89.299,Ty Fm. Top
2648.2,0.233,2.254,25.539,0.512,5.085,8.547,89.236,Ty Fm. Top
2648.3,0.231,2.255,25.843,0.512,5.108,8.547,89.087,Ty Fm. Top
2648.4,0.231,2.254,25.027,0.51,5.105,8.547,88.829,Ty Fm. Top
2648.5,0.233,2.251,23.877,0.489,5.094,8.547,89.286,Ty Fm. Top
2648.6,0.236,2.246,24.115,0.458,5.096,8.547,89.722,Ty Fm. Top
2648.7,0.24,2.24,24.406,0.452,5.103,8.547,90.046,Ty Fm. Top
2648.8,0.244,2.234,24.11,0.449,5.087,8.547,90.506,Ty Fm. Top
2648.9,0.247,2.228,24.164,0.449,5.04,8.547,91.073,Ty Fm. Top
2649.0,0.25,2.226,25.623,0.451,5.001,8.547,91.803,Ty Fm. Top
2649.1,0.257,2.228,27.495,0.476,5.038,8.547,92.791,Ty Fm. Top
2649.2,0.273,2.236,31.938,0.526,5.202,8.547,94.062,Ty Fm. Top
2649.3,0.3,2.254,40.175,0.618,5.497,8.547,95.85,Ty Fm. Top
2649.4,0.334,2.28,52.232,0.685,5.85,8.547,97.796,Ty Fm. Top
2649.5,0.368,2.312,69.431,0.817,6.155,8.578,99.899,Ty Fm. Top
2649.6,0.39,2.343,82.193,0.824,6.329,8.578,102.324,Ty Fm. Top
2649.7,0.397,2.367,89.763,0.786,6.378,8.578,104.582,Ty Fm. Top
2649.8,0.395,2.382,92.694,0.774,6.375,8.578,106.841,Ty Fm. Top
2649.9,0.394,2.387,86.66,0.762,6.389,8.578,109.321,Ty Fm. Top
2650.0,0.397,2.386,85.508,0.761,6.435,8.578,110.918,Ty Fm. Top
2650.1,0.4,2.383,91.249,0.748,6.487,8.578,111.964,Ty Fm. Top
2650.2,0.395,2.382,94.358,0.738,6.504,8.578,112.24,Ty Fm. Top
2650.3,0.378,2.381,89.114,0.698,6.45,8.578,111.74,Ty Fm. Top
2650.4,0.355,2.378,78.781,0.713,6.308,8.578,110.859,Ty Fm. Top
2650.5,0.335,2.368,64.422,0.775,6.11,8.578,110.392,Ty Fm. Top
2650.6,0.328,2.352,56.351,0.863,5.949,8.547,110.22,Ty Fm. Top
2650.7,0.335,2.336,57.967,0.86,5.921,8.547,110.202,Ty Fm. Top
2650.8,0.353,2.327,64.689,0.856,6.062,8.547,109.52,Ty Fm. Top
2650.9,0.377,2.33,74.076,0.83,6.315,8.578,108.884,Ty Fm. Top
2651.0,0.392,2.342,80.277,0.785,6.553,8.578,108.299,Ty Fm. Top
2651.1,0.389,2.355,80.139,0.741,6.678,8.578,108.263,Ty Fm. Top
2651.2,0.374,2.365,75.053,0.771,6.655,8.578,108.399,Ty Fm. Top
2651.3,0.36,2.368,68.442,0.771,6.539,8.578,108.709,Ty Fm. Top
2651.4,0.353,2.365,65.786,0.831,6.422,8.578,109.92,Ty Fm. Top
2651.5,0.355,2.359,63.947,0.816,6.357,8.547,110.131,Ty Fm. Top
2651.6,0.355,2.352,64.084,0.821,6.361,8.578,109.085,Ty Fm. Top
2651.7,0.358,2.348,66.918,0.819,6.419,8.578,107.749,Ty Fm. Top
2651.8,0.362,2.351,70.07,0.787,6.489,8.578,106.971,Ty Fm. Top
2651.9,0.363,2.357,72.895,0.813,6.534,8.547,107.063,Ty Fm. Top
2652.0,0.359,2.364,73.365,0.845,6.535,8.547,107.985,Ty Fm. Top
2652.1,0.343,2.37,70.762,0.852,6.459,8.555,109.742,Ty Fm. Top
2652.2,0.327,2.375,68.159,0.858,6.383,8.563,112.813,Ty Fm. Top
2652.3,0.303,2.374,65.766,0.786,6.178,8.578,111.219,Ty Fm. Top
2652.4,0.281,2.366,61.426,0.735,5.918,8.578,107.69,Ty Fm. Top
2652.5,0.274,2.352,53.397,0.71,5.728,8.547,101.947,Ty Fm. Top
2652.6,0.287,2.337,52.205,0.71,5.742,8.547,92.537,Ty Fm. Top
2652.7,0.316,2.329,57.464,0.736,5.957,8.547,84.498,Ty Fm. Top
2652.8,0.339,2.33,67.187,0.758,6.208,8.578,83.402,Ty Fm. Top
2652.9,0.345,2.336,72.617,0.734,6.306,8.578,87.292,Ty Fm. Top
2653.0,0.333,2.342,69.183,0.734,6.209,8.578,91.916,Ty Fm. Top
2653.1,0.326,2.339,61.288,0.729,6.035,8.547,92.439,Ty Fm. Top
2653.2,0.33,2.324,58.352,0.719,5.94,8.547,93.345,Ty Fm. Top
2653.3,0.342,2.299,61.298,0.649,5.96,8.578,93.939,Ty Fm. Top
2653.4,0.352,2.272,63.446,0.687,5.994,8.578,91.999,Ty Fm. Top
2653.5,0.348,2.249,58.762,0.669,5.962,8.578,96.337,Ty Fm. Top
2653.6,0.335,2.235,52.721,0.631,5.885,8.578,103.751,Ty Fm. Top
2653.7,0.32,2.229,46.351,0.577,5.81,8.578,107.211,Ty Fm. Top
2653.8,0.302,2.233,43.74,0.548,5.79,8.547,108.749,Ty Fm. Top
2653.9,0.281,2.247,45.982,0.546,5.846,8.547,108.459,Ty Fm. Top
2654.0,0.256,2.273,48.229,0.616,5.989,8.547,101.202,Ty Fm. Top
2654.1,0.239,2.313,46.868,0.77,6.18,8.578,93.767,Ty Fm. Top
2654.2,0.239,2.36,45.001,0.889,6.347,8.578,86.284,Ty Fm. Top
2654.3,0.261,2.401,45.042,0.85,6.425,8.578,84.684,Ty Fm. Top
2654.4,0.303,2.413,49.097,0.663,6.403,8.578,86.281,Ty Fm. Top
2654.5,0.353,2.393,51.343,0.618,6.361,8.547,91.165,Ty Fm. Top
2654.6,0.401,2.353,54.082,0.607,6.404,8.547,87.981,Ty Fm. Top
2654.7,0.443,2.316,55.874,0.608,6.548,8.578,87.806,Ty Fm. Top
2654.8,0.477,2.291,61.795,0.571,6.721,8.578,91.707,Ty Fm. Top
2654.9,0.495,2.279,67.083,0.543,6.837,8.578,94.506,Ty Fm. Top
2655.0,0.492,2.273,66.894,0.552,6.853,8.578,97.512,Ty Fm. Top
2655.1,0.466,2.266,65.916,0.564,6.765,8.625,100.971,Ty Fm. Top
2655.2,0.432,2.257,63.973,0.557,6.578,8.625,96.24,Ty Fm. Top
2655.3,0.406,2.248,63.158,0.527,6.348,8.578,92.353,Ty Fm. Top
2655.4,0.395,2.24,58.03,0.521,6.17,8.578,92.268,Ty Fm. Top
2655.5,0.403,2.236,56.727,0.516,6.115,8.547,92.224,Ty Fm. Top
2655.6,0.424,2.237,58.156,0.525,6.198,8.578,92.506,Ty Fm. Top
2655.7,0.45,2.24,61.259,0.531,6.36,8.578,93.523,Ty Fm. Top
2655.8,0.461,2.244,63.103,0.51,6.535,8.578,92.557,Ty Fm. Top
2655.9,0.446,2.244,65.009,0.491,6.664,8.578,93.0,Ty Fm. Top
2656.0,0.406,2.242,66.672,0.453,6.683,8.578,99.286,Ty Fm. Top
2656.1,0.359,2.236,64.474,0.43,6.536,8.625,102.167,Ty Fm. Top
2656.2,0.319,2.225,55.429,0.403,6.219,8.625,102.746,Ty Fm. Top
2656.3,0.291,2.213,45.645,0.377,5.829,8.625,99.313,Ty Fm. Top
2656.4,0.278,2.201,39.745,0.38,5.501,8.625,91.139,Ty Fm. Top
2656.5,0.277,2.194,37.563,0.38,5.294,8.578,82.103,Ty Fm. Top
2656.6,0.29,2.19,38.478,0.384,5.219,8.578,80.372,Ty Fm. Top
2656.7,0.307,2.186,39.129,0.379,5.264,8.547,78.591,Ty Fm. Top
2656.8,0.323,2.183,39.736,0.383,5.374,8.547,77.077,Ty Fm. Top
2656.9,0.338,2.185,41.987,0.393,5.509,8.578,77.99,Ty Fm. Top
2657.0,0.354,2.193,45.042,0.434,5.673,8.578,78.719,Ty Fm. Top
2657.1,0.373,2.209,48.343,0.484,5.922,8.578,79.43,Ty Fm. Top
2657.2,0.39,2.227,53.687,0.508,6.251,8.578,81.844,Ty Fm. Top
2657.3,0.394,2.243,59.127,0.511,6.519,8.578,84.764,Ty Fm. Top
2657.4,0.382,2.253,56.993,0.486,6.565,8.578,88.153,Ty Fm. Top
2657.5,0.361,2.254,54.638,0.473,6.378,8.578,93.92,Ty Fm. Top
2657.6,0.344,2.246,50.167,0.45,6.092,8.578,98.105,Ty Fm. Top
2657.7,0.333,2.232,48.962,0.435,5.848,8.578,100.635,Ty Fm. Top
2657.8,0.328,2.217,48.324,0.417,5.692,8.578,101.207,Ty Fm. Top
2657.9,0.328,2.208,47.313,0.402,5.63,8.578,101.16,Ty Fm. Top
2658.0,0.329,2.209,46.874,0.402,5.648,8.578,100.421,Ty Fm. Top
2658.1,0.334,2.218,50.267,0.399,5.732,8.547,100.196,Ty Fm. Top
2658.2,0.334,2.234,56.407,0.409,5.83,8.578,100.16,Ty Fm. Top
2658.3,0.336,2.252,59.55,0.437,5.89,8.578,100.344,Ty Fm. Top
2658.4,0.348,2.268,58.658,0.564,5.942,8.578,101.17,Ty Fm. Top
2658.5,0.371,2.275,62.616,0.58,6.062,8.578,102.23,Ty Fm. Top
2658.6,0.397,2.272,67.937,0.575,6.234,8.578,103.548,Ty Fm. Top
2658.7,0.409,2.262,71.968,0.527,6.349,8.578,103.53,Ty Fm. Top
2658.8,0.401,2.25,69.303,0.476,6.3,8.578,102.583,Ty Fm. Top
2658.9,0.377,2.241,63.094,0.466,6.091,8.547,100.133,Ty Fm. Top
2659.0,0.343,2.233,54.475,0.457,5.778,8.578,97.281,Ty Fm. Top
2659.1,0.308,2.224,48.87,0.443,5.458,8.578,94.385,Ty Fm. Top
2659.2,0.281,2.214,43.832,0.416,5.204,8.578,91.707,Ty Fm. Top
2659.3,0.259,2.205,37.054,0.375,5.058,8.547,90.167,Ty Fm. Top
2659.4,0.251,2.201,34.405,0.352,5.013,8.578,89.222,Ty Fm. Top
2659.5,0.247,2.202,34.297,0.35,5.022,8.547,88.921,Ty Fm. Top
2659.6,0.244,2.208,33.55,0.361,5.049,8.547,88.836,Ty Fm. Top
2659.7,0.243,2.215,30.726,0.373,5.056,8.547,88.795,Ty Fm. Top
2659.8,0.242,2.22,32.925,0.369,5.025,8.547,88.418,Ty Fm. Top
2659.9,0.242,2.221,34.225,0.371,4.969,8.547,88.053,Ty Fm. Top
2660.0,0.243,2.22,34.678,0.371,4.905,8.547,87.722,Ty Fm. Top
2660.1,0.246,2.218,35.431,0.369,4.869,8.547,87.608,Ty Fm. Top
2660.2,0.25,2.219,35.689,0.36,4.895,8.547,88.086,Ty Fm. Top
2660.3,0.255,2.22,36.045,0.363,4.979,8.547,89.0,Ty Fm. Top
2660.4,0.259,2.224,39.284,0.384,5.085,8.547,90.083,Ty Fm. Top
2660.5,0.26,2.231,43.083,0.411,5.176,8.547,91.367,Ty Fm. Top
2660.6,0.263,2.241,43.435,0.456,5.239,8.563,92.813,Ty Fm. Top
2660.7,0.263,2.251,43.175,0.476,5.29,8.57,94.122,Ty Fm. Top
2660.8,0.267,2.255,43.766,0.488,5.355,8.578,95.496,Ty Fm. Top
2660.9,0.275,2.251,44.526,0.486,5.45,8.578,96.949,Ty Fm. Top
2661.0,0.29,2.245,45.667,0.483,5.582,8.578,97.898,Ty Fm. Top
2661.1,0.31,2.242,47.098,0.497,5.736,8.578,98.551,Ty Fm. Top
2661.2,0.332,2.244,51.205,0.51,5.883,8.578,98.848,Ty Fm. Top
2661.3,0.35,2.248,57.965,0.517,5.987,8.578,98.52,Ty Fm. Top
2661.4,0.357,2.252,60.336,0.516,6.017,8.578,98.467,Ty Fm. Top
2661.5,0.355,2.254,61.976,0.509,5.957,8.578,98.937,Ty Fm. Top
2661.6,0.347,2.251,56.512,0.475,5.809,8.578,100.189,Ty Fm. Top
2661.7,0.34,2.243,51.391,0.444,5.617,8.578,101.933,Ty Fm. Top
2661.8,0.339,2.23,48.53,0.403,5.469,8.578,104.392,Ty Fm. Top
2661.9,0.344,2.218,49.02,0.381,5.443,8.578,106.435,Ty Fm. Top
2662.0,0.353,2.216,53.754,0.402,5.543,8.578,108.178,Ty Fm. Top
2662.1,0.356,2.226,58.64,0.481,5.702,8.578,109.422,Ty Fm. Top
2662.2,0.358,2.245,61.151,0.513,5.839,8.547,109.894,Ty Fm. Top
2662.3,0.359,2.263,63.669,0.563,5.911,8.547,109.966,Ty Fm. Top
2662.4,0.36,2.274,63.313,0.574,5.907,8.547,109.522,Ty Fm. Top
2662.5,0.354,2.279,58.993,0.55,5.864,8.578,108.541,Ty Fm. Top
2662.6,0.345,2.278,54.358,0.527,5.826,8.578,107.345,Ty Fm. Top
2662.7,0.334,2.274,54.774,0.521,5.819,8.578,106.113,Ty Fm. Top
2662.8,0.328,2.27,55.107,0.537,5.85,8.578,105.032,Ty Fm. Top
2662.9,0.324,2.269,54.17,0.557,5.902,8.578,104.238,Ty Fm. Top
2663.0,0.317,2.271,54.384,0.587,5.918,8.578,104.663,Ty Fm. Top
2663.1,0.304,2.274,51.839,0.612,5.849,8.578,104.538,Ty Fm. Top
2663.2,0.291,2.27,47.946,0.602,5.671,8.578,104.062,Ty Fm. Top
